ID;LOCAL;NUMERO;BAIRRO;ANO;DATA;HORA;CIDADE;ENDEREÇO;TIPO DE FURTO;DIA DA SEMANA
601;PRESIDENTE ROOSEVELT;68;CENTRO;2024;12/04/2024;14:00:00;SAO LEOPOLDO;PRESIDENTE ROOSEVELT, 68, CENTRO, SAO LEOPOLDO;SIMPLES;sexta-feira
602;SAO PAULO;1118;CENTRO;2024;12/04/2024;10:00:00;SAO LEOPOLDO;SAO PAULO, 1118, CENTRO, SAO LEOPOLDO;SIMPLES;sexta-feira
603;THOMAS EDSON;2720;VICENTINA;2024;12/04/2024;15:00:00;SAO LEOPOLDO;THOMAS EDSON, 2720, VICENTINA, SAO LEOPOLDO;RESIDENCIA;sexta-feira
604;VICENTINA MARIA FIDELIS;275;VICENTINA;2024;12/04/2024;03:00:00;SAO LEOPOLDO;VICENTINA MARIA FIDELIS, 275, VICENTINA, SAO LEOPOLDO;QUALIFICADO;sexta-feira
605;ADAO HOEFEL;396;RIO DOS SINOS;2024;13/04/2024;01:00:00;SAO LEOPOLDO;ADAO HOEFEL, 396, RIO DOS SINOS, SAO LEOPOLDO;QUALIFICADO;sábado
606;CARLOS BIER;104;FEITORIA;2024;13/04/2024;17:30:00;SAO LEOPOLDO;CARLOS BIER, 104, FEITORIA, SAO LEOPOLDO;RESIDENCIA;sábado
607;INDEPENDENCIA;455;CENTRO;2024;13/04/2024;13:00:00;SAO LEOPOLDO;INDEPENDENCIA, 455, CENTRO, SAO LEOPOLDO;SIMPLES;sábado
608;ISAURA MAIA;414;SANTOS DUMONT;2024;13/04/2024;15:00:00;SAO LEOPOLDO;ISAURA MAIA, 414, SANTOS DUMONT, SAO LEOPOLDO;CELULAR;sábado
609;JOAO NEVES DA FONTOURA;34;CENTRO;2024;13/04/2024;17:30:00;SAO LEOPOLDO;JOAO NEVES DA FONTOURA, 34, CENTRO, SAO LEOPOLDO;FIOS E CABOS;sábado
610;6;14;ARROIO DA MANTEIGA;2024;14/04/2024;09:30:00;SAO LEOPOLDO;6, 14, ARROIO DA MANTEIGA, SAO LEOPOLDO;QUALIFICADO;domingo
611;CAXIAS DO SUL;694;RIO DOS SINOS;2024;14/04/2024;05:00:00;SAO LEOPOLDO;CAXIAS DO SUL, 694, RIO DOS SINOS, SAO LEOPOLDO;QUALIFICADO;domingo
612;PITANGUEIRAS;134;SANTOS DUMONT;2024;14/04/2024;20:00:00;SAO LEOPOLDO;PITANGUEIRAS, 134, SANTOS DUMONT, SAO LEOPOLDO;RESIDENCIA;domingo
613;SAO JOAO;0;CENTRO;2024;14/04/2024;03:00:00;SAO LEOPOLDO;SAO JOAO, 0, CENTRO, SAO LEOPOLDO;SIMPLES;domingo
614;SENADOR SALGADO FILHO;2792;SCHARLAU;2024;14/04/2024;20:00:00;SAO LEOPOLDO;SENADOR SALGADO FILHO, 2792, SCHARLAU, SAO LEOPOLDO;SIMPLES;domingo
615;CAPITAO ARMINIO BIER;1187;VICENTINA;2024;15/04/2024;15:00:00;SAO LEOPOLDO;CAPITAO ARMINIO BIER, 1187, VICENTINA, SAO LEOPOLDO;RESIDENCIA;segunda-feira
616;CAPITAO ARMINIO BIER;1187;VICENTINA;2024;15/04/2024;15:00:00;SAO LEOPOLDO;CAPITAO ARMINIO BIER, 1187, VICENTINA, SAO LEOPOLDO;RESIDENCIA;segunda-feira
617;INTEGRACAO;195;FEITORIA;2024;15/04/2024;13:00:00;SAO LEOPOLDO;INTEGRACAO, 195, FEITORIA, SAO LEOPOLDO;RESIDENCIA;segunda-feira
618;NAO INFORMADO;NS;CENTRO;2024;15/04/2024;16:00:00;SAO LEOPOLDO;NAO INFORMADO, NS, CENTRO, SAO LEOPOLDO;CELULAR;segunda-feira
619;PADRE PEDRO ERNESTO HAESER SJ;619;CRISTO REI;2024;15/04/2024;23:00:00;SAO LEOPOLDO;PADRE PEDRO ERNESTO HAESER SJ, 619, CRISTO REI, SAO LEOPOLDO;RESIDENCIA;segunda-feira
620;RICARDO JOAO MERKER;44;SANTOS DUMONT;2024;15/04/2024;02:00:00;SAO LEOPOLDO;RICARDO JOAO MERKER, 44, SANTOS DUMONT, SAO LEOPOLDO;CELULAR;segunda-feira
621;SALDANHA DA GAMA;909;CENTRO;2024;15/04/2024;17:00:00;SAO LEOPOLDO;SALDANHA DA GAMA, 909, CENTRO, SAO LEOPOLDO;QUALIFICADO;segunda-feira
622;SAO CAETANO;374;CENTRO;2024;15/04/2024;13:00:00;SAO LEOPOLDO;SAO CAETANO, 374, CENTRO, SAO LEOPOLDO;CELULAR;segunda-feira
623;MAUA;0;RIO DOS SINOS;2024;16/04/2024;23:30:00;SAO LEOPOLDO;MAUA, 0, RIO DOS SINOS, SAO LEOPOLDO;SIMPLES;terça-feira
624;OTTOMAR ATALIBA DILLENBURG;212;CAMPESTRE;2024;16/04/2024;03:00:00;SAO LEOPOLDO;OTTOMAR ATALIBA DILLENBURG, 212, CAMPESTRE, SAO LEOPOLDO;QUALIFICADO;terça-feira
625;AIMORE;214;CAMPINA;2024;17/04/2024;19:30:00;SAO LEOPOLDO;AIMORE, 214, CAMPINA, SAO LEOPOLDO;CELULAR;quarta-feira
626;BR 116;0;CENTRO;2024;17/04/2024;17:00:00;SAO LEOPOLDO;BR 116, 0, CENTRO, SAO LEOPOLDO;SIMPLES;quarta-feira
627;PEDRO LESSA;251;RIO BRANCO;2024;17/04/2024;14:30:00;SAO LEOPOLDO;PEDRO LESSA, 251, RIO BRANCO, SAO LEOPOLDO;CELULAR;quarta-feira
628;VERANOPOLIS;124;ARROIO DA MANTEIGA;2024;17/04/2024;20:30:00;SAO LEOPOLDO;VERANOPOLIS, 124, ARROIO DA MANTEIGA, SAO LEOPOLDO;SIMPLES;quarta-feira
629;ARNALDO PEREIRA DA SILVA;1223;SANTOS DUMONT;2024;18/04/2024;10:00:00;SAO LEOPOLDO;ARNALDO PEREIRA DA SILVA, 1223, SANTOS DUMONT, SAO LEOPOLDO;SIMPLES;quinta-feira
630;BRASIL;503;CENTRO;2024;18/04/2024;17:30:00;SAO LEOPOLDO;BRASIL, 503, CENTRO, SAO LEOPOLDO;VEICULO;quinta-feira
631;CAIBATE;827;CAMPINA;2024;18/04/2024;15:30:00;SAO LEOPOLDO;CAIBATE, 827, CAMPINA, SAO LEOPOLDO;VEICULO;quinta-feira
632;CATUMBI;31;SCHARLAU;2024;18/04/2024;18:00:00;SAO LEOPOLDO;CATUMBI, 31, SCHARLAU, SAO LEOPOLDO;FIOS E CABOS;quinta-feira
633;CORONEL ARTHUR BATISTA DE OLIVEIRA;216;ARROIO DA MANTEIGA;2024;18/04/2024;10:00:00;SAO LEOPOLDO;CORONEL ARTHUR BATISTA DE OLIVEIRA, 216, ARROIO DA MANTEIGA, SAO LEOPOLDO;SIMPLES;quinta-feira
634;DAS MAGNOLIAS;91;SANTOS DUMONT;2024;18/04/2024;20:00:00;SAO LEOPOLDO;DAS MAGNOLIAS, 91, SANTOS DUMONT, SAO LEOPOLDO;QUALIFICADO;quinta-feira
635;JOAO NEVES DA FONTOURA;1160;CENTRO;2024;18/04/2024;19:00:00;SAO LEOPOLDO;JOAO NEVES DA FONTOURA, 1160, CENTRO, SAO LEOPOLDO;FIOS E CABOS;quinta-feira
636;PAROBE;265;SCHARLAU;2024;18/04/2024;18:30:00;SAO LEOPOLDO;PAROBE, 265, SCHARLAU, SAO LEOPOLDO;QUALIFICADO;quinta-feira
637;VINTE E UM DE AGOSTO;633;FIAO;2024;18/04/2024;06:30:00;SAO LEOPOLDO;VINTE E UM DE AGOSTO, 633, FIAO, SAO LEOPOLDO;QUALIFICADO;quinta-feira
638;ARNALDO PEREIRA DA SILVA;5;SANTOS DUMONT;2024;19/04/2024;10:00:00;SAO LEOPOLDO;ARNALDO PEREIRA DA SILVA, 5, SANTOS DUMONT, SAO LEOPOLDO;SIMPLES;sexta-feira
639;DONA ADELIA;100;CAMPINA;2024;19/04/2024;21:30:00;SAO LEOPOLDO;DONA ADELIA, 100, CAMPINA, SAO LEOPOLDO;FIOS E CABOS;sexta-feira
640;DONA LEOPOLDINA;180;RIO BRANCO;2024;20/04/2024;21:30:00;SAO LEOPOLDO;DONA LEOPOLDINA, 180, RIO BRANCO, SAO LEOPOLDO;CELULAR;sábado
641;MAUA;2355;RIO DOS SINOS;2024;20/04/2024;20:30:00;SAO LEOPOLDO;MAUA, 2355, RIO DOS SINOS, SAO LEOPOLDO;QUALIFICADO;sábado
642;OSVALDO ARANHA;697;CENTRO;2024;20/04/2024;12:30:00;SAO LEOPOLDO;OSVALDO ARANHA, 697, CENTRO, SAO LEOPOLDO;SIMPLES;sábado
643;BRASIL;488;CENTRO;2024;21/04/2024;01:30:00;SAO LEOPOLDO;BRASIL, 488, CENTRO, SAO LEOPOLDO;VEICULO;domingo
644;SAO BORJA;1860;FAZENDA SAO BORJA;2024;21/04/2024;08:00:00;SAO LEOPOLDO;SAO BORJA, 1860, FAZENDA SAO BORJA, SAO LEOPOLDO;CELULAR;domingo
645;SENADOR SALGADO FILHO;1399;RIO DOS SINOS;2024;21/04/2024;14:30:00;SAO LEOPOLDO;SENADOR SALGADO FILHO, 1399, RIO DOS SINOS, SAO LEOPOLDO;FIOS E CABOS;domingo
646;FEITORIA;5469;FEITORIA;2024;22/04/2024;11:30:00;SAO LEOPOLDO;FEITORIA, 5469, FEITORIA, SAO LEOPOLDO;QUALIFICADO;segunda-feira
647;GERMANO HAUSCHILD;170;CRISTO REI;2024;22/04/2024;01:00:00;SAO LEOPOLDO;GERMANO HAUSCHILD, 170, CRISTO REI, SAO LEOPOLDO;FIOS E CABOS;segunda-feira
648;SAO DOMINGOS;772;CENTRO;2024;22/04/2024;02:00:00;SAO LEOPOLDO;SAO DOMINGOS, 772, CENTRO, SAO LEOPOLDO;CELULAR;segunda-feira
649;BRASIL;864;CENTRO;2024;23/04/2024;11:00:00;SAO LEOPOLDO;BRASIL, 864, CENTRO, SAO LEOPOLDO;VEICULO;terça-feira
650;CHICAGO;256;PINHEIRO;2024;23/04/2024;22:00:00;SAO LEOPOLDO;CHICAGO, 256, PINHEIRO, SAO LEOPOLDO;FIOS E CABOS;terça-feira
651;GETULIO VARGAS;780;CENTRO;2024;23/04/2024;01:30:00;SAO LEOPOLDO;GETULIO VARGAS, 780, CENTRO, SAO LEOPOLDO;COMERCIO;terça-feira
652;JOAO CORREA;1111;CENTRO;2024;23/04/2024;17:00:00;SAO LEOPOLDO;JOAO CORREA, 1111, CENTRO, SAO LEOPOLDO;SIMPLES;terça-feira
653;OSASCO;4586;FEITORIA;2024;23/04/2024;01:30:00;SAO LEOPOLDO;OSASCO, 4586, FEITORIA, SAO LEOPOLDO;FIOS E CABOS;terça-feira
654;SALDANHA DA GAMA;723;CENTRO;2024;23/04/2024;20:30:00;SAO LEOPOLDO;SALDANHA DA GAMA, 723, CENTRO, SAO LEOPOLDO;CELULAR;terça-feira
655;BERTOLINO LINK;0;SAO MIGUEL;2024;24/04/2024;06:30:00;SAO LEOPOLDO;BERTOLINO LINK, 0, SAO MIGUEL, SAO LEOPOLDO;VEICULO;quarta-feira
656;BOM RETIRO;478;SANTO ANDRE;2024;24/04/2024;06:00:00;SAO LEOPOLDO;BOM RETIRO, 478, SANTO ANDRE, SAO LEOPOLDO;VEICULO;quarta-feira
657;FELIPE UEBEL;345;RIO BRANCO;2024;24/04/2024;18:30:00;SAO LEOPOLDO;FELIPE UEBEL, 345, RIO BRANCO, SAO LEOPOLDO;SIMPLES;quarta-feira
658;MAUA;0;RIO DOS SINOS;2024;24/04/2024;18:30:00;SAO LEOPOLDO;MAUA, 0, RIO DOS SINOS, SAO LEOPOLDO;SIMPLES;quarta-feira
659;PARANA;86;SCHARLAU;2024;24/04/2024;19:30:00;SAO LEOPOLDO;PARANA, 86, SCHARLAU, SAO LEOPOLDO;FIOS E CABOS;quarta-feira
660;PAROBE;80;SCHARLAU;2024;24/04/2024;08:30:00;SAO LEOPOLDO;PAROBE, 80, SCHARLAU, SAO LEOPOLDO;FIOS E CABOS;quarta-feira
661;SALDANHA DA GAMA;331;CENTRO;2024;24/04/2024;03:30:00;SAO LEOPOLDO;SALDANHA DA GAMA, 331, CENTRO, SAO LEOPOLDO;CELULAR;quarta-feira
662;ARNALDO PEREIRA DA SILVA;1223;SANTOS DUMONT;2024;25/04/2024;13:00:00;SAO LEOPOLDO;ARNALDO PEREIRA DA SILVA, 1223, SANTOS DUMONT, SAO LEOPOLDO;QUALIFICADO;quinta-feira
663;BENTO GONCALVES;1355;CENTRO;2024;25/04/2024;22:30:00;SAO LEOPOLDO;BENTO GONCALVES, 1355, CENTRO, SAO LEOPOLDO;VEICULO;quinta-feira
664;OSVALDO ARANHA;903;CENTRO;2024;25/04/2024;13:30:00;SAO LEOPOLDO;OSVALDO ARANHA, 903, CENTRO, SAO LEOPOLDO;FIOS E CABOS;quinta-feira
665;PRESIDENTE LUCENA;952;SCHARLAU;2024;25/04/2024;01:30:00;SAO LEOPOLDO;PRESIDENTE LUCENA, 952, SCHARLAU, SAO LEOPOLDO;FIOS E CABOS;quinta-feira
666;PRESIDENTE ROOSEVELT;715;CENTRO;2024;25/04/2024;22:00:00;SAO LEOPOLDO;PRESIDENTE ROOSEVELT, 715, CENTRO, SAO LEOPOLDO;SIMPLES;quinta-feira
667;SAO JOAQUIM;12;CENTRO;2024;25/04/2024;06:00:00;SAO LEOPOLDO;SAO JOAQUIM, 12, CENTRO, SAO LEOPOLDO;FIOS E CABOS;quinta-feira
668;CORONEL ATALIBIO TAURINO DE REZENDE;430;RIO DOS SINOS;2024;26/04/2024;02:00:00;SAO LEOPOLDO;CORONEL ATALIBIO TAURINO DE REZENDE, 430, RIO DOS SINOS, SAO LEOPOLDO;FIOS E CABOS;sexta-feira
669;GASTAO;610;FEITORIA;2024;26/04/2024;03:00:00;SAO LEOPOLDO;GASTAO, 610, FEITORIA, SAO LEOPOLDO;FIOS E CABOS;sexta-feira
670;GUILHERME MULLER;476;SCHARLAU;2024;26/04/2024;05:30:00;SAO LEOPOLDO;GUILHERME MULLER, 476, SCHARLAU, SAO LEOPOLDO;COMERCIO;sexta-feira
671;PRESIDENTE LUCENA;1171;SCHARLAU;2024;26/04/2024;16:30:00;SAO LEOPOLDO;PRESIDENTE LUCENA, 1171, SCHARLAU, SAO LEOPOLDO;ARROMBAMENTO;sexta-feira
672;SOBRADINHO;170;CAMPINA;2024;26/04/2024;19:30:00;SAO LEOPOLDO;SOBRADINHO, 170, CAMPINA, SAO LEOPOLDO;CELULAR;sexta-feira
673;BENTO GONCALVES;779;CENTRO;2024;27/04/2024;19:00:00;SAO LEOPOLDO;BENTO GONCALVES, 779, CENTRO, SAO LEOPOLDO;VEICULO;sábado
674;BENTO GONCALVES;873;CENTRO;2024;27/04/2024;12:00:00;SAO LEOPOLDO;BENTO GONCALVES, 873, CENTRO, SAO LEOPOLDO;VEICULO;sábado
675;IPAMORITI;180;CAMPINA;2024;27/04/2024;00:30:00;SAO LEOPOLDO;IPAMORITI, 180, CAMPINA, SAO LEOPOLDO;QUALIFICADO;sábado
676;SALDANHA DA GAMA;SN;CENTRO;2024;28/04/2024;00:00:00;SAO LEOPOLDO;SALDANHA DA GAMA, SN, CENTRO, SAO LEOPOLDO;CELULAR;domingo
677;ARNO SCHUCH;835;VICENTINA;2024;29/04/2024;13:30:00;SAO LEOPOLDO;ARNO SCHUCH, 835, VICENTINA, SAO LEOPOLDO;RESIDENCIA;segunda-feira
678;BRASIL;194;CENTRO;2024;29/04/2024;10:00:00;SAO LEOPOLDO;BRASIL, 194, CENTRO, SAO LEOPOLDO;QUALIFICADO;segunda-feira
679;MADRE ANA;255;SAO JOSE;2024;29/04/2024;21:00:00;SAO LEOPOLDO;MADRE ANA, 255, SAO JOSE, SAO LEOPOLDO;RESIDENCIA;segunda-feira
680;MAUA;1860;PADRE REUS;2024;29/04/2024;03:00:00;SAO LEOPOLDO;MAUA, 1860, PADRE REUS, SAO LEOPOLDO;COMERCIO;segunda-feira
681;SAO JOAO;439;CENTRO;2024;29/04/2024;10:30:00;SAO LEOPOLDO;SAO JOAO, 439, CENTRO, SAO LEOPOLDO;CELULAR;segunda-feira
682;SAO SEPE;223;SANTA TERESA;2024;29/04/2024;02:00:00;SAO LEOPOLDO;SAO SEPE, 223, SANTA TERESA, SAO LEOPOLDO;RESIDENCIA;segunda-feira
683;THEODOMIRO PORTO DA FONSECA;799;FIAO;2024;29/04/2024;19:00:00;SAO LEOPOLDO;THEODOMIRO PORTO DA FONSECA, 799, FIAO, SAO LEOPOLDO;CELULAR;segunda-feira
684;BENTO GONCALVES;755;CENTRO;2024;30/04/2024;13:30:00;SAO LEOPOLDO;BENTO GONCALVES, 755, CENTRO, SAO LEOPOLDO;VEICULO;terça-feira
685;FLORES DA CUNHA;521;CENTRO;2024;30/04/2024;20:30:00;SAO LEOPOLDO;FLORES DA CUNHA, 521, CENTRO, SAO LEOPOLDO;FIOS E CABOS;terça-feira
686;JACY PORTO;417;VICENTINA;2024;30/04/2024;03:30:00;SAO LEOPOLDO;JACY PORTO, 417, VICENTINA, SAO LEOPOLDO;QUALIFICADO;terça-feira
687;JOAO DE BARRO;379;ARROIO DA MANTEIGA;2024;30/04/2024;08:30:00;SAO LEOPOLDO;JOAO DE BARRO, 379, ARROIO DA MANTEIGA, SAO LEOPOLDO;CELULAR;terça-feira
688;OSVALDO ARANHA;0;CENTRO;2024;30/04/2024;16:30:00;SAO LEOPOLDO;OSVALDO ARANHA, 0, CENTRO, SAO LEOPOLDO;CELULAR;terça-feira
689;PAROBE;3710;ARROIO DA MANTEIGA;2024;30/04/2024;19:00:00;SAO LEOPOLDO;PAROBE, 3710, ARROIO DA MANTEIGA, SAO LEOPOLDO;ARROMBAMENTO;terça-feira
690;SAO BORJA;112;RIO BRANCO;2024;30/04/2024;14:00:00;SAO LEOPOLDO;SAO BORJA, 112, RIO BRANCO, SAO LEOPOLDO;CELULAR;terça-feira
691;ARNALDO PEREIRA DA SILVA;1223;SANTOS DUMONT;2024;01/05/2024;10:00:00;SAO LEOPOLDO;ARNALDO PEREIRA DA SILVA, 1223, SANTOS DUMONT, SAO LEOPOLDO;SIMPLES;quarta-feira
692;CEREJEIRAS VERMELHA;424;SANTOS DUMONT;2024;01/05/2024;12:00:00;SAO LEOPOLDO;CEREJEIRAS VERMELHA, 424, SANTOS DUMONT, SAO LEOPOLDO;QUALIFICADO;quarta-feira
693;INDEPENDENCIA;778;CENTRO;2024;01/05/2024;01:00:00;SAO LEOPOLDO;INDEPENDENCIA, 778, CENTRO, SAO LEOPOLDO;CELULAR;quarta-feira
694;MARQUES DO HERVAL;479;CENTRO;2024;01/05/2024;16:00:00;SAO LEOPOLDO;MARQUES DO HERVAL, 479, CENTRO, SAO LEOPOLDO;RESIDENCIA;quarta-feira
695;THEODOMIRO PORTO DA FONSECA;39;CENTRO;2024;01/05/2024;12:30:00;SAO LEOPOLDO;THEODOMIRO PORTO DA FONSECA, 39, CENTRO, SAO LEOPOLDO;CELULAR;quarta-feira
696;DAS MELISSAS;57;SANTOS DUMONT;2024;02/05/2024;22:00:00;SAO LEOPOLDO;DAS MELISSAS, 57, SANTOS DUMONT, SAO LEOPOLDO;RESIDENCIA;quinta-feira
697;DILCEU ELIAS DE MOURA;380;ARROIO DA MANTEIGA;2024;02/05/2024;17:00:00;SAO LEOPOLDO;DILCEU ELIAS DE MOURA, 380, ARROIO DA MANTEIGA, SAO LEOPOLDO;VEICULO;quinta-feira
698;DILCEU ELIAS DE MOURA;380;ARROIO DA MANTEIGA;2024;02/05/2024;15:00:00;SAO LEOPOLDO;DILCEU ELIAS DE MOURA, 380, ARROIO DA MANTEIGA, SAO LEOPOLDO;VEICULO;quinta-feira
699;JOAO CORREA;1736;FIAO;2024;02/05/2024;02:30:00;SAO LEOPOLDO;JOAO CORREA, 1736, FIAO, SAO LEOPOLDO;CELULAR;quinta-feira
700;LEOPOLDO SCHIEL;270;JARDIM AMERICA;2024;02/05/2024;05:00:00;SAO LEOPOLDO;LEOPOLDO SCHIEL, 270, JARDIM AMERICA, SAO LEOPOLDO;ARROMBAMENTO;quinta-feira
701;MAUA;0;RIO DOS SINOS;2024;02/05/2024;17:30:00;SAO LEOPOLDO;MAUA, 0, RIO DOS SINOS, SAO LEOPOLDO;ARROMBAMENTO;quinta-feira
702;PRIMEIRO DE MARCO;45;CENTRO;2024;02/05/2024;06:00:00;SAO LEOPOLDO;PRIMEIRO DE MARCO, 45, CENTRO, SAO LEOPOLDO;QUALIFICADO;quinta-feira
703;PRIMEIRO DE MARCO;45;CENTRO;2024;02/05/2024;03:00:00;SAO LEOPOLDO;PRIMEIRO DE MARCO, 45, CENTRO, SAO LEOPOLDO;SIMPLES;quinta-feira
704;ARNALDO PEREIRA DA SILVA;5;SANTOS DUMONT;2024;03/05/2024;19:00:00;SAO LEOPOLDO;ARNALDO PEREIRA DA SILVA, 5, SANTOS DUMONT, SAO LEOPOLDO;COMERCIO;sexta-feira
705;CERRO CORA;79;SANTOS DUMONT;2024;03/05/2024;01:30:00;SAO LEOPOLDO;CERRO CORA, 79, SANTOS DUMONT, SAO LEOPOLDO;RESIDENCIA;sexta-feira
706;CORA CORALINA;1681;SANTOS DUMONT;2024;03/05/2024;08:00:00;SAO LEOPOLDO;CORA CORALINA, 1681, SANTOS DUMONT, SAO LEOPOLDO;RESIDENCIA;sexta-feira
707;DAS INDUSTRIAS;907;FAZENDA SAO BORJA;2024;03/05/2024;20:00:00;SAO LEOPOLDO;DAS INDUSTRIAS, 907, FAZENDA SAO BORJA, SAO LEOPOLDO;VEICULO;sexta-feira
708;DESEMBARGADOR ESPERIDIAO DE LIMA MEDEIROS;23;SAO JOSE;2024;03/05/2024;17:00:00;SAO LEOPOLDO;DESEMBARGADOR ESPERIDIAO DE LIMA MEDEIROS, 23, SAO JOSE, SAO LEOPOLDO;VEICULO;sexta-feira
709;DO PORTAO;216;RIO DOS SINOS;2024;03/05/2024;18:00:00;SAO LEOPOLDO;DO PORTAO, 216, RIO DOS SINOS, SAO LEOPOLDO;RESIDENCIA;sexta-feira
710;OTTO DAUDT;1248;FEITORIA;2024;03/05/2024;20:00:00;SAO LEOPOLDO;OTTO DAUDT, 1248, FEITORIA, SAO LEOPOLDO;SIMPLES;sexta-feira
711;PAMPEIRO;490;CAMPINA;2024;03/05/2024;09:00:00;SAO LEOPOLDO;PAMPEIRO, 490, CAMPINA, SAO LEOPOLDO;SIMPLES;sexta-feira
712;PORTO BRANCO;191;CAMPINA;2024;03/05/2024;08:00:00;SAO LEOPOLDO;PORTO BRANCO, 191, CAMPINA, SAO LEOPOLDO;COMERCIO;sexta-feira
713;PRIMEIRO DE MARCO;45;CENTRO;2024;03/05/2024;03:00:00;SAO LEOPOLDO;PRIMEIRO DE MARCO, 45, CENTRO, SAO LEOPOLDO;QUALIFICADO;sexta-feira
714;QUINZE DE NOVEMBRO;288;SANTOS DUMONT;2024;03/05/2024;22:00:00;SAO LEOPOLDO;QUINZE DE NOVEMBRO, 288, SANTOS DUMONT, SAO LEOPOLDO;RESIDENCIA;sexta-feira
715;SANTO INACIO;134;CRISTO REI;2024;03/05/2024;04:00:00;SAO LEOPOLDO;SANTO INACIO, 134, CRISTO REI, SAO LEOPOLDO;SIMPLES;sexta-feira
716;SETE DE ABRIL;681;RIO DOS SINOS;2024;03/05/2024;08:00:00;SAO LEOPOLDO;SETE DE ABRIL, 681, RIO DOS SINOS, SAO LEOPOLDO;RESIDENCIA;sexta-feira
717;THOMAS EDSON;488;SAO MIGUEL;2024;03/05/2024;09:00:00;SAO LEOPOLDO;THOMAS EDSON, 488, SAO MIGUEL, SAO LEOPOLDO;FIOS E CABOS;sexta-feira
718;URUGUAIANA;418;CAMPESTRE;2024;03/05/2024;23:00:00;SAO LEOPOLDO;URUGUAIANA, 418, CAMPESTRE, SAO LEOPOLDO;RESIDENCIA;sexta-feira
719;VINTE E UM DE AGOSTO;780;FIAO;2024;03/05/2024;03:00:00;SAO LEOPOLDO;VINTE E UM DE AGOSTO, 780, FIAO, SAO LEOPOLDO;SIMPLES;sexta-feira
720;BENTO GONCALVES;358;CENTRO;2024;04/05/2024;00:00:00;SAO LEOPOLDO;BENTO GONCALVES, 358, CENTRO, SAO LEOPOLDO;COMERCIO;sábado
721;BRASIL;1659;SAO MIGUEL;2024;04/05/2024;10:00:00;SAO LEOPOLDO;BRASIL, 1659, SAO MIGUEL, SAO LEOPOLDO;SIMPLES;sábado
722;CORONEL GENUINO SAMPAIO;220;CAMPINA;2024;04/05/2024;13:00:00;SAO LEOPOLDO;CORONEL GENUINO SAMPAIO, 220, CAMPINA, SAO LEOPOLDO;RESIDENCIA;sábado
723;DA PRAIA;401;RIO DOS SINOS;2024;04/05/2024;09:00:00;SAO LEOPOLDO;DA PRAIA, 401, RIO DOS SINOS, SAO LEOPOLDO;RESIDENCIA;sábado
724;DAS ACUCENAS;96;SANTOS DUMONT;2024;04/05/2024;21:00:00;SAO LEOPOLDO;DAS ACUCENAS, 96, SANTOS DUMONT, SAO LEOPOLDO;VEICULO;sábado
725;DAS GARDENIAS;104;SANTOS DUMONT;2024;04/05/2024;11:00:00;SAO LEOPOLDO;DAS GARDENIAS, 104, SANTOS DUMONT, SAO LEOPOLDO;VEICULO;sábado
726;DOS PAMPAS;400;SCHARLAU;2024;04/05/2024;01:00:00;SAO LEOPOLDO;DOS PAMPAS, 400, SCHARLAU, SAO LEOPOLDO;RESIDENCIA;sábado
727;FEITORIA;443;RIO BRANCO;2024;04/05/2024;03:30:00;SAO LEOPOLDO;FEITORIA, 443, RIO BRANCO, SAO LEOPOLDO;COMERCIO;sábado
728;FOZ DO IGUACU;20;CAMPINA;2024;04/05/2024;09:00:00;SAO LEOPOLDO;FOZ DO IGUACU, 20, CAMPINA, SAO LEOPOLDO;RESIDENCIA;sábado
729;HENRIQUE BIER;136;CAMPINA;2024;04/05/2024;08:00:00;SAO LEOPOLDO;HENRIQUE BIER, 136, CAMPINA, SAO LEOPOLDO;RESIDENCIA;sábado
730;LAGUNA;79;CAMPINA;2024;04/05/2024;19:30:00;SAO LEOPOLDO;LAGUNA, 79, CAMPINA, SAO LEOPOLDO;RESIDENCIA;sábado
731;MACEIO;346;SCHARLAU;2024;04/05/2024;20:00:00;SAO LEOPOLDO;MACEIO, 346, SCHARLAU, SAO LEOPOLDO;RESIDENCIA;sábado
732;MANOEL MONTEIRO DO NASCIMENTO;1051;SAO MIGUEL;2024;04/05/2024;22:00:00;SAO LEOPOLDO;MANOEL MONTEIRO DO NASCIMENTO, 1051, SAO MIGUEL, SAO LEOPOLDO;RESIDENCIA;sábado
733;NITEROI;928;SCHARLAU;2024;04/05/2024;19:00:00;SAO LEOPOLDO;NITEROI, 928, SCHARLAU, SAO LEOPOLDO;RESIDENCIA;sábado
734;PETUNIAS;90;SANTOS DUMONT;2024;04/05/2024;20:00:00;SAO LEOPOLDO;PETUNIAS, 90, SANTOS DUMONT, SAO LEOPOLDO;RESIDENCIA;sábado
735;PORTO ALMEIDA;253;CAMPINA;2024;04/05/2024;12:00:00;SAO LEOPOLDO;PORTO ALMEIDA, 253, CAMPINA, SAO LEOPOLDO;RESIDENCIA;sábado
736;VISCONDE DE SAO LEOPOLDO;640;VICENTINA;2024;04/05/2024;13:00:00;SAO LEOPOLDO;VISCONDE DE SAO LEOPOLDO, 640, VICENTINA, SAO LEOPOLDO;RESIDENCIA;sábado
737;A;242;VICENTINA;2024;05/05/2024;08:00:00;SAO LEOPOLDO;A, 242, VICENTINA, SAO LEOPOLDO;RESIDENCIA;domingo
